image,class
fruits-360/Training/Clementine/r_76_100.jpg,0
fruits-360/Training/Clementine/r_295_100.jpg,0
fruits-360/Training/Clementine/197_100.jpg,0
fruits-360/Training/Clementine/239_100.jpg,0
fruits-360/Training/Clementine/r_118_100.jpg,0
fruits-360/Training/Clementine/12_100.jpg,0
fruits-360/Training/Clementine/5_100.jpg,0
fruits-360/Training/Clementine/r_307_100.jpg,0
fruits-360/Training/Clementine/r_158_100.jpg,0
fruits-360/Training/Clementine/r_131_100.jpg,0
fruits-360/Training/Clementine/306_100.jpg,0
fruits-360/Training/Clementine/r_119_100.jpg,0
fruits-360/Training/Clementine/47_100.jpg,0
fruits-360/Training/Clementine/r_101_100.jpg,0
fruits-360/Training/Clementine/231_100.jpg,0
fruits-360/Training/Clementine/311_100.jpg,0
fruits-360/Training/Clementine/r_134_100.jpg,0
fruits-360/Training/Clementine/52_100.jpg,0
fruits-360/Training/Clementine/172_100.jpg,0
fruits-360/Training/Clementine/218_100.jpg,0
fruits-360/Training/Clementine/r_155_100.jpg,0
fruits-360/Training/Clementine/6_100.jpg,0
fruits-360/Training/Clementine/r_267_100.jpg,0
fruits-360/Training/Clementine/235_100.jpg,0
fruits-360/Training/Clementine/r_10_100.jpg,0
fruits-360/Training/Clementine/200_100.jpg,0
fruits-360/Training/Clementine/2_100.jpg,0
fruits-360/Training/Clementine/r_297_100.jpg,0
fruits-360/Training/Clementine/r_164_100.jpg,0
fruits-360/Training/Clementine/r_246_100.jpg,0
fruits-360/Training/Clementine/r_105_100.jpg,0
fruits-360/Training/Clementine/320_100.jpg,0
fruits-360/Training/Clementine/274_100.jpg,0
fruits-360/Training/Clementine/49_100.jpg,0
fruits-360/Training/Clementine/r_236_100.jpg,0
fruits-360/Training/Clementine/r_16_100.jpg,0
fruits-360/Training/Clementine/315_100.jpg,0
fruits-360/Training/Clementine/244_100.jpg,0
fruits-360/Training/Clementine/11_100.jpg,0
fruits-360/Training/Clementine/r_120_100.jpg,0
fruits-360/Training/Clementine/227_100.jpg,0
fruits-360/Training/Clementine/310_100.jpg,0
fruits-360/Training/Clementine/r_300_100.jpg,0
fruits-360/Training/Clementine/r_163_100.jpg,0
fruits-360/Training/Clementine/291_100.jpg,0
fruits-360/Training/Clementine/21_100.jpg,0
fruits-360/Training/Clementine/r_130_100.jpg,0
fruits-360/Training/Clementine/276_100.jpg,0
fruits-360/Training/Clementine/r_213_100.jpg,0
fruits-360/Training/Clementine/r_181_100.jpg,0
fruits-360/Training/Clementine/46_100.jpg,0
fruits-360/Training/Clementine/r_258_100.jpg,0
fruits-360/Training/Clementine/r_212_100.jpg,0
fruits-360/Training/Clementine/177_100.jpg,0
fruits-360/Training/Clementine/198_100.jpg,0
fruits-360/Training/Clementine/r_308_100.jpg,0
fruits-360/Training/Clementine/225_100.jpg,0
fruits-360/Training/Clementine/147_100.jpg,0
fruits-360/Training/Clementine/254_100.jpg,0
fruits-360/Training/Clementine/261_100.jpg,0
fruits-360/Training/Clementine/163_100.jpg,0
fruits-360/Training/Clementine/r_102_100.jpg,0
fruits-360/Training/Clementine/r_116_100.jpg,0
fruits-360/Training/Clementine/r_151_100.jpg,0
fruits-360/Training/Clementine/r_122_100.jpg,0
fruits-360/Training/Clementine/255_100.jpg,0
fruits-360/Training/Clementine/r_161_100.jpg,0
fruits-360/Training/Clementine/216_100.jpg,0
fruits-360/Training/Clementine/r_270_100.jpg,0
fruits-360/Training/Clementine/r_211_100.jpg,0
fruits-360/Training/Clementine/r_0_100.jpg,0
fruits-360/Training/Clementine/r_18_100.jpg,0
fruits-360/Training/Clementine/176_100.jpg,0
fruits-360/Training/Clementine/r_165_100.jpg,0
fruits-360/Training/Clementine/28_100.jpg,0
fruits-360/Training/Clementine/323_100.jpg,0
fruits-360/Training/Clementine/r_176_100.jpg,0
fruits-360/Training/Clementine/r_230_100.jpg,0
fruits-360/Training/Clementine/r_22_100.jpg,0
fruits-360/Training/Clementine/r_12_100.jpg,0
fruits-360/Training/Clementine/202_100.jpg,0
fruits-360/Training/Clementine/r_227_100.jpg,0
fruits-360/Training/Clementine/r_138_100.jpg,0
fruits-360/Training/Clementine/r_233_100.jpg,0
fruits-360/Training/Clementine/r_25_100.jpg,0
fruits-360/Training/Clementine/179_100.jpg,0
fruits-360/Training/Clementine/r_148_100.jpg,0
fruits-360/Training/Clementine/r_314_100.jpg,0
fruits-360/Training/Clementine/169_100.jpg,0
fruits-360/Training/Clementine/309_100.jpg,0
fruits-360/Training/Clementine/136_100.jpg,0
fruits-360/Training/Clementine/r_124_100.jpg,0
fruits-360/Training/Clementine/53_100.jpg,0
fruits-360/Training/Clementine/r_242_100.jpg,0
fruits-360/Training/Clementine/312_100.jpg,0
fruits-360/Training/Clementine/186_100.jpg,0
fruits-360/Training/Clementine/r_319_100.jpg,0
fruits-360/Training/Clementine/r_153_100.jpg,0
fruits-360/Training/Clementine/r_260_100.jpg,0
fruits-360/Training/Clementine/r_263_100.jpg,0
fruits-360/Training/Clementine/r_154_100.jpg,0
fruits-360/Training/Clementine/r_145_100.jpg,0
fruits-360/Training/Clementine/129_100.jpg,0
fruits-360/Training/Clementine/213_100.jpg,0
fruits-360/Training/Clementine/126_100.jpg,0
fruits-360/Training/Clementine/r_251_100.jpg,0
fruits-360/Training/Clementine/r_280_100.jpg,0
fruits-360/Training/Clementine/r_95_100.jpg,0
fruits-360/Training/Clementine/r_291_100.jpg,0
fruits-360/Training/Clementine/236_100.jpg,0
fruits-360/Training/Clementine/211_100.jpg,0
fruits-360/Training/Clementine/r_276_100.jpg,0
fruits-360/Training/Clementine/r_83_100.jpg,0
fruits-360/Training/Clementine/29_100.jpg,0
fruits-360/Training/Clementine/125_100.jpg,0
fruits-360/Training/Clementine/15_100.jpg,0
fruits-360/Training/Clementine/174_100.jpg,0
fruits-360/Training/Clementine/321_100.jpg,0
fruits-360/Training/Clementine/220_100.jpg,0
fruits-360/Training/Clementine/r_226_100.jpg,0
fruits-360/Training/Clementine/118_100.jpg,0
fruits-360/Training/Clementine/r_311_100.jpg,0
fruits-360/Training/Clementine/r_112_100.jpg,0
fruits-360/Training/Clementine/267_100.jpg,0
fruits-360/Training/Clementine/263_100.jpg,0
fruits-360/Training/Clementine/r_6_100.jpg,0
fruits-360/Training/Clementine/300_100.jpg,0
fruits-360/Training/Clementine/r_114_100.jpg,0
fruits-360/Training/Clementine/r_7_100.jpg,0
fruits-360/Training/Clementine/282_100.jpg,0
fruits-360/Training/Clementine/281_100.jpg,0
fruits-360/Training/Clementine/230_100.jpg,0
fruits-360/Training/Clementine/166_100.jpg,0
fruits-360/Training/Clementine/327_100.jpg,0
fruits-360/Training/Clementine/r_228_100.jpg,0
fruits-360/Training/Clementine/190_100.jpg,0
fruits-360/Training/Clementine/4_100.jpg,0
fruits-360/Training/Clementine/r_1_100.jpg,0
fruits-360/Training/Clementine/r_140_100.jpg,0
fruits-360/Training/Clementine/194_100.jpg,0
fruits-360/Training/Clementine/314_100.jpg,0
fruits-360/Training/Clementine/20_100.jpg,0
fruits-360/Training/Clementine/207_100.jpg,0
fruits-360/Training/Clementine/r_24_100.jpg,0
fruits-360/Training/Clementine/184_100.jpg,0
fruits-360/Training/Clementine/r_282_100.jpg,0
fruits-360/Training/Clementine/r_245_100.jpg,0
fruits-360/Training/Clementine/r_147_100.jpg,0
fruits-360/Training/Clementine/248_100.jpg,0
fruits-360/Training/Clementine/192_100.jpg,0
fruits-360/Training/Clementine/251_100.jpg,0
fruits-360/Training/Clementine/246_100.jpg,0
fruits-360/Training/Clementine/39_100.jpg,0
fruits-360/Training/Clementine/r_133_100.jpg,0
fruits-360/Training/Clementine/221_100.jpg,0
fruits-360/Training/Clementine/r_13_100.jpg,0
fruits-360/Training/Clementine/128_100.jpg,0
fruits-360/Training/Clementine/7_100.jpg,0
fruits-360/Training/Clementine/170_100.jpg,0
fruits-360/Training/Clementine/r_209_100.jpg,0
fruits-360/Training/Clementine/134_100.jpg,0
fruits-360/Training/Clementine/130_100.jpg,0
fruits-360/Training/Clementine/r_94_100.jpg,0
fruits-360/Training/Clementine/214_100.jpg,0
fruits-360/Training/Clementine/22_100.jpg,0
fruits-360/Training/Clementine/85_100.jpg,0
fruits-360/Training/Clementine/r_92_100.jpg,0
fruits-360/Training/Clementine/r_142_100.jpg,0
fruits-360/Training/Clementine/r_175_100.jpg,0
fruits-360/Training/Clementine/r_77_100.jpg,0
fruits-360/Training/Clementine/215_100.jpg,0
fruits-360/Training/Clementine/r_238_100.jpg,0
fruits-360/Training/Clementine/r_255_100.jpg,0
fruits-360/Training/Clementine/r_91_100.jpg,0
fruits-360/Training/Clementine/r_104_100.jpg,0
fruits-360/Training/Clementine/82_100.jpg,0
fruits-360/Training/Clementine/r_2_100.jpg,0
fruits-360/Training/Clementine/r_86_100.jpg,0
fruits-360/Training/Clementine/r_85_100.jpg,0
fruits-360/Training/Clementine/167_100.jpg,0
fruits-360/Training/Clementine/131_100.jpg,0
fruits-360/Training/Clementine/r_225_100.jpg,0
fruits-360/Training/Clementine/38_100.jpg,0
fruits-360/Training/Clementine/326_100.jpg,0
fruits-360/Training/Clementine/27_100.jpg,0
fruits-360/Training/Clementine/r_214_100.jpg,0
fruits-360/Training/Clementine/242_100.jpg,0
fruits-360/Training/Clementine/191_100.jpg,0
fruits-360/Training/Clementine/r_3_100.jpg,0
fruits-360/Training/Clementine/297_100.jpg,0
fruits-360/Training/Clementine/31_100.jpg,0
fruits-360/Training/Clementine/r_167_100.jpg,0
fruits-360/Training/Clementine/r_222_100.jpg,0
fruits-360/Training/Clementine/119_100.jpg,0
fruits-360/Training/Clementine/r_288_100.jpg,0
fruits-360/Training/Clementine/r_173_100.jpg,0
fruits-360/Training/Clementine/r_123_100.jpg,0
fruits-360/Training/Clementine/16_100.jpg,0
fruits-360/Training/Clementine/318_100.jpg,0
fruits-360/Training/Clementine/r_121_100.jpg,0
fruits-360/Training/Clementine/290_100.jpg,0
fruits-360/Training/Clementine/84_100.jpg,0
fruits-360/Training/Clementine/260_100.jpg,0
fruits-360/Training/Clementine/270_100.jpg,0
fruits-360/Training/Clementine/r_21_100.jpg,0
fruits-360/Training/Clementine/r_271_100.jpg,0
fruits-360/Training/Clementine/24_100.jpg,0
fruits-360/Training/Clementine/17_100.jpg,0
fruits-360/Training/Clementine/180_100.jpg,0
fruits-360/Training/Clementine/r_106_100.jpg,0
fruits-360/Training/Clementine/r_17_100.jpg,0
fruits-360/Training/Clementine/r_253_100.jpg,0
fruits-360/Training/Clementine/r_89_100.jpg,0
fruits-360/Training/Clementine/319_100.jpg,0
fruits-360/Training/Clementine/r_149_100.jpg,0
fruits-360/Training/Clementine/r_239_100.jpg,0
fruits-360/Training/Clementine/141_100.jpg,0
fruits-360/Training/Clementine/r_243_100.jpg,0
fruits-360/Training/Clementine/245_100.jpg,0
fruits-360/Training/Clementine/224_100.jpg,0
fruits-360/Training/Clementine/217_100.jpg,0
fruits-360/Training/Clementine/r_108_100.jpg,0
fruits-360/Training/Clementine/189_100.jpg,0
fruits-360/Training/Clementine/295_100.jpg,0
fruits-360/Training/Clementine/r_304_100.jpg,0
fruits-360/Training/Clementine/r_9_100.jpg,0
fruits-360/Training/Clementine/324_100.jpg,0
fruits-360/Training/Clementine/127_100.jpg,0
fruits-360/Training/Clementine/10_100.jpg,0
fruits-360/Training/Clementine/271_100.jpg,0
fruits-360/Training/Clementine/205_100.jpg,0
fruits-360/Training/Clementine/9_100.jpg,0
fruits-360/Training/Clementine/279_100.jpg,0
fruits-360/Training/Clementine/228_100.jpg,0
fruits-360/Training/Clementine/r_313_100.jpg,0
fruits-360/Training/Clementine/r_139_100.jpg,0
fruits-360/Training/Clementine/r_26_100.jpg,0
fruits-360/Training/Clementine/8_100.jpg,0
fruits-360/Training/Clementine/195_100.jpg,0
fruits-360/Training/Clementine/42_100.jpg,0
fruits-360/Training/Clementine/r_150_100.jpg,0
fruits-360/Training/Clementine/r_274_100.jpg,0
fruits-360/Training/Clementine/124_100.jpg,0
fruits-360/Training/Clementine/275_100.jpg,0
fruits-360/Training/Clementine/269_100.jpg,0
fruits-360/Training/Clementine/13_100.jpg,0
fruits-360/Training/Clementine/196_100.jpg,0
fruits-360/Training/Clementine/r_129_100.jpg,0
fruits-360/Training/Clementine/r_254_100.jpg,0
fruits-360/Training/Clementine/r_174_100.jpg,0
fruits-360/Training/Clementine/18_100.jpg,0
fruits-360/Training/Clementine/r_292_100.jpg,0
fruits-360/Training/Clementine/r_272_100.jpg,0
fruits-360/Training/Clementine/182_100.jpg,0
fruits-360/Training/Clementine/44_100.jpg,0
fruits-360/Training/Clementine/r_99_100.jpg,0
fruits-360/Training/Clementine/137_100.jpg,0
fruits-360/Training/Clementine/r_84_100.jpg,0
fruits-360/Training/Clementine/r_132_100.jpg,0
fruits-360/Training/Clementine/r_285_100.jpg,0
fruits-360/Training/Clementine/r_107_100.jpg,0
fruits-360/Training/Clementine/256_100.jpg,0
fruits-360/Training/Clementine/37_100.jpg,0
fruits-360/Training/Clementine/57_100.jpg,0
fruits-360/Training/Clementine/r_275_100.jpg,0
fruits-360/Training/Clementine/r_241_100.jpg,0
fruits-360/Training/Clementine/183_100.jpg,0
fruits-360/Training/Clementine/201_100.jpg,0
fruits-360/Training/Clementine/r_232_100.jpg,0
fruits-360/Training/Clementine/247_100.jpg,0
fruits-360/Training/Clementine/325_100.jpg,0
fruits-360/Training/Clementine/r_125_100.jpg,0
fruits-360/Training/Clementine/193_100.jpg,0
fruits-360/Training/Clementine/r_128_100.jpg,0
fruits-360/Training/Clementine/r_216_100.jpg,0
fruits-360/Training/Clementine/r_217_100.jpg,0
fruits-360/Training/Clementine/175_100.jpg,0
fruits-360/Training/Clementine/r_111_100.jpg,0
fruits-360/Training/Clementine/r_103_100.jpg,0
fruits-360/Training/Clementine/25_100.jpg,0
fruits-360/Training/Clementine/r_316_100.jpg,0
fruits-360/Training/Clementine/r_268_100.jpg,0
fruits-360/Training/Clementine/258_100.jpg,0
fruits-360/Training/Clementine/265_100.jpg,0
fruits-360/Training/Clementine/r_306_100.jpg,0
fruits-360/Training/Clementine/268_100.jpg,0
fruits-360/Training/Clementine/r_248_100.jpg,0
fruits-360/Training/Clementine/301_100.jpg,0
fruits-360/Training/Clementine/199_100.jpg,0
fruits-360/Training/Clementine/r_244_100.jpg,0
fruits-360/Training/Clementine/r_281_100.jpg,0
fruits-360/Training/Clementine/289_100.jpg,0
fruits-360/Training/Clementine/91_100.jpg,0
fruits-360/Training/Clementine/51_100.jpg,0
fruits-360/Training/Clementine/243_100.jpg,0
fruits-360/Training/Clementine/204_100.jpg,0
fruits-360/Training/Clementine/r_11_100.jpg,0
fruits-360/Training/Clementine/r_15_100.jpg,0
fruits-360/Training/Clementine/298_100.jpg,0
fruits-360/Training/Clementine/294_100.jpg,0
fruits-360/Training/Clementine/r_234_100.jpg,0
fruits-360/Training/Clementine/30_100.jpg,0
fruits-360/Training/Clementine/237_100.jpg,0
fruits-360/Training/Clementine/r_157_100.jpg,0
fruits-360/Training/Clementine/252_100.jpg,0
fruits-360/Training/Clementine/212_100.jpg,0
fruits-360/Training/Clementine/r_159_100.jpg,0
fruits-360/Training/Clementine/r_259_100.jpg,0
fruits-360/Training/Clementine/r_315_100.jpg,0
fruits-360/Training/Clementine/r_152_100.jpg,0
fruits-360/Training/Clementine/r_93_100.jpg,0
fruits-360/Training/Clementine/226_100.jpg,0
fruits-360/Training/Clementine/r_97_100.jpg,0
fruits-360/Training/Clementine/r_277_100.jpg,0
fruits-360/Training/Clementine/r_180_100.jpg,0
fruits-360/Training/Clementine/45_100.jpg,0
fruits-360/Training/Clementine/r_220_100.jpg,0
fruits-360/Training/Clementine/r_218_100.jpg,0
fruits-360/Training/Clementine/287_100.jpg,0
fruits-360/Training/Clementine/23_100.jpg,0
fruits-360/Training/Clementine/292_100.jpg,0
fruits-360/Training/Clementine/r_215_100.jpg,0
fruits-360/Training/Clementine/r_286_100.jpg,0
fruits-360/Training/Clementine/r_290_100.jpg,0
fruits-360/Training/Clementine/240_100.jpg,0
fruits-360/Training/Clementine/r_115_100.jpg,0
fruits-360/Training/Clementine/121_100.jpg,0
fruits-360/Training/Clementine/313_100.jpg,0
fruits-360/Training/Clementine/286_100.jpg,0
fruits-360/Training/Clementine/r_156_100.jpg,0
fruits-360/Training/Clementine/r_257_100.jpg,0
fruits-360/Training/Clementine/r_136_100.jpg,0
fruits-360/Training/Clementine/r_224_100.jpg,0
fruits-360/Training/Clementine/144_100.jpg,0
fruits-360/Training/Clementine/r_20_100.jpg,0
fruits-360/Training/Clementine/r_110_100.jpg,0
fruits-360/Training/Clementine/266_100.jpg,0
fruits-360/Training/Clementine/296_100.jpg,0
fruits-360/Training/Clementine/r_293_100.jpg,0
fruits-360/Training/Clementine/178_100.jpg,0
fruits-360/Training/Clementine/187_100.jpg,0
fruits-360/Training/Clementine/r_235_100.jpg,0
fruits-360/Training/Clementine/r_279_100.jpg,0
fruits-360/Training/Clementine/285_100.jpg,0
fruits-360/Training/Clementine/145_100.jpg,0
fruits-360/Training/Clementine/322_100.jpg,0
fruits-360/Training/Clementine/56_100.jpg,0
fruits-360/Training/Clementine/r_265_100.jpg,0
fruits-360/Training/Clementine/r_127_100.jpg,0
fruits-360/Training/Clementine/273_100.jpg,0
fruits-360/Training/Clementine/257_100.jpg,0
fruits-360/Training/Clementine/54_100.jpg,0
fruits-360/Training/Clementine/r_278_100.jpg,0
fruits-360/Training/Clementine/r_305_100.jpg,0
fruits-360/Training/Clementine/r_250_100.jpg,0
fruits-360/Training/Clementine/r_170_100.jpg,0
fruits-360/Training/Clementine/r_269_100.jpg,0
fruits-360/Training/Clementine/r_299_100.jpg,0
fruits-360/Training/Clementine/185_100.jpg,0
fruits-360/Training/Clementine/3_100.jpg,0
fruits-360/Training/Clementine/r_160_100.jpg,0
fruits-360/Training/Clementine/r_117_100.jpg,0
fruits-360/Training/Clementine/264_100.jpg,0
fruits-360/Training/Clementine/r_5_100.jpg,0
fruits-360/Training/Clementine/284_100.jpg,0
fruits-360/Training/Clementine/181_100.jpg,0
fruits-360/Training/Clementine/r_231_100.jpg,0
fruits-360/Training/Clementine/r_82_100.jpg,0
fruits-360/Training/Clementine/r_261_100.jpg,0
fruits-360/Training/Clementine/142_100.jpg,0
fruits-360/Training/Clementine/229_100.jpg,0
fruits-360/Training/Clementine/r_210_100.jpg,0
fruits-360/Training/Clementine/299_100.jpg,0
fruits-360/Training/Clementine/203_100.jpg,0
fruits-360/Training/Clementine/233_100.jpg,0
fruits-360/Training/Clementine/r_289_100.jpg,0
fruits-360/Training/Clementine/206_100.jpg,0
fruits-360/Training/Clementine/316_100.jpg,0
fruits-360/Training/Clementine/r_146_100.jpg,0
fruits-360/Training/Clementine/168_100.jpg,0
fruits-360/Training/Clementine/r_266_100.jpg,0
fruits-360/Training/Clementine/238_100.jpg,0
fruits-360/Training/Clementine/55_100.jpg,0
fruits-360/Training/Clementine/r_229_100.jpg,0
fruits-360/Training/Clementine/r_98_100.jpg,0
fruits-360/Training/Clementine/48_100.jpg,0
fruits-360/Training/Clementine/r_80_100.jpg,0
fruits-360/Training/Clementine/r_100_100.jpg,0
fruits-360/Training/Clementine/288_100.jpg,0
fruits-360/Training/Clementine/r_320_100.jpg,0
fruits-360/Training/Clementine/272_100.jpg,0
fruits-360/Training/Clementine/r_177_100.jpg,0
fruits-360/Training/Clementine/249_100.jpg,0
fruits-360/Training/Clementine/r_19_100.jpg,0
fruits-360/Training/Clementine/259_100.jpg,0
fruits-360/Training/Clementine/r_287_100.jpg,0
fruits-360/Training/Clementine/r_223_100.jpg,0
fruits-360/Training/Clementine/r_303_100.jpg,0
fruits-360/Training/Clementine/r_137_100.jpg,0
fruits-360/Training/Clementine/26_100.jpg,0
fruits-360/Training/Clementine/r_296_100.jpg,0
fruits-360/Training/Clementine/r_252_100.jpg,0
fruits-360/Training/Clementine/r_240_100.jpg,0
fruits-360/Training/Clementine/r_169_100.jpg,0
fruits-360/Training/Clementine/123_100.jpg,0
fruits-360/Training/Clementine/139_100.jpg,0
fruits-360/Training/Clementine/143_100.jpg,0
fruits-360/Training/Clementine/r_135_100.jpg,0
fruits-360/Training/Clementine/50_100.jpg,0
fruits-360/Training/Clementine/r_221_100.jpg,0
fruits-360/Training/Clementine/188_100.jpg,0
fruits-360/Training/Clementine/280_100.jpg,0
fruits-360/Training/Clementine/r_249_100.jpg,0
fruits-360/Training/Clementine/r_178_100.jpg,0
fruits-360/Training/Clementine/r_283_100.jpg,0
fruits-360/Training/Clementine/209_100.jpg,0
fruits-360/Training/Clementine/r_302_100.jpg,0
fruits-360/Training/Clementine/223_100.jpg,0
fruits-360/Training/Pitahaya Red/r_79_100.jpg,1
fruits-360/Training/Pitahaya Red/r_88_100.jpg,1
fruits-360/Training/Pitahaya Red/171_100.jpg,1
fruits-360/Training/Pitahaya Red/283_100.jpg,1
fruits-360/Training/Pitahaya Red/32_100.jpg,1
fruits-360/Training/Pitahaya Red/r_284_100.jpg,1
fruits-360/Training/Pitahaya Red/r_70_100.jpg,1
fruits-360/Training/Pitahaya Red/r_8_100.jpg,1
fruits-360/Training/Pitahaya Red/100_100.jpg,1
fruits-360/Training/Pitahaya Red/93_100.jpg,1
fruits-360/Training/Pitahaya Red/101_100.jpg,1
fruits-360/Training/Pitahaya Red/14_100.jpg,1
fruits-360/Training/Pitahaya Red/149_100.jpg,1
fruits-360/Training/Pitahaya Red/r_247_100.jpg,1
fruits-360/Training/Pitahaya Red/r_273_100.jpg,1
fruits-360/Training/Pitahaya Red/r_96_100.jpg,1
fruits-360/Training/Pitahaya Red/317_100.jpg,1
fruits-360/Training/Pitahaya Red/r_109_100.jpg,1
fruits-360/Training/Pitahaya Red/219_100.jpg,1
fruits-360/Training/Pitahaya Red/41_100.jpg,1
fruits-360/Training/Pitahaya Red/120_100.jpg,1
fruits-360/Training/Pitahaya Red/146_100.jpg,1
fruits-360/Training/Pitahaya Red/250_100.jpg,1
fruits-360/Training/Pitahaya Red/r_219_100.jpg,1
fruits-360/Training/Pitahaya Red/278_100.jpg,1
fruits-360/Training/Pitahaya Red/148_100.jpg,1
fruits-360/Training/Pitahaya Red/r_310_100.jpg,1
fruits-360/Training/Pitahaya Red/122_100.jpg,1
fruits-360/Training/Pitahaya Red/r_309_100.jpg,1
fruits-360/Training/Pitahaya Red/r_237_100.jpg,1
fruits-360/Training/Pitahaya Red/208_100.jpg,1
fruits-360/Training/Pitahaya Red/135_100.jpg,1
fruits-360/Training/Pitahaya Red/r_317_100.jpg,1
fruits-360/Training/Pitahaya Red/132_100.jpg,1
fruits-360/Training/Pitahaya Red/138_100.jpg,1
fruits-360/Training/Pitahaya Red/133_100.jpg,1
fruits-360/Training/Pitahaya Red/111_100.jpg,1
fruits-360/Training/Pitahaya Red/43_100.jpg,1
fruits-360/Training/Pitahaya Red/r_113_100.jpg,1
fruits-360/Training/Pitahaya Red/r_81_100.jpg,1
fruits-360/Training/Pitahaya Red/r_4_100.jpg,1
fruits-360/Training/Pitahaya Red/173_100.jpg,1
fruits-360/Training/Pitahaya Red/r_262_100.jpg,1
fruits-360/Training/Pitahaya Red/r_14_100.jpg,1
fruits-360/Training/Pitahaya Red/r_318_100.jpg,1
fruits-360/Training/Pitahaya Red/83_100.jpg,1
fruits-360/Training/Pitahaya Red/r_301_100.jpg,1
fruits-360/Training/Pitahaya Red/108_100.jpg,1
fruits-360/Training/Pitahaya Red/241_100.jpg,1
fruits-360/Training/Pitahaya Red/r_294_100.jpg,1
fruits-360/Training/Pitahaya Red/162_100.jpg,1
fruits-360/Training/Pitahaya Red/r_298_100.jpg,1
fruits-360/Training/Pitahaya Red/r_312_100.jpg,1
fruits-360/Training/Pitahaya Red/66_100.jpg,1
fruits-360/Training/Pitahaya Red/r_90_100.jpg,1
fruits-360/Training/Pitahaya Red/r_78_100.jpg,1
fruits-360/Training/Pitahaya Red/r_87_100.jpg,1
fruits-360/Training/Pitahaya Red/140_100.jpg,1
fruits-360/Training/Pitahaya Red/40_100.jpg,1
fruits-360/Training/Pitahaya Red/r_39_100.jpg,1
